Mouse gene name	Gene name
Igkv15-103	IGKV1D-12
Igkv18-36	IGKV3D-11
Igkv15-103	IGKV1D-42
Igkv15-103	IGKV1D-43
Igkv15-103	IGKV1D-8
Igkv18-36	IGKV3D-7
Car7	CA7
Pcf11	PCF11
Mir186	MIR186
Pdp2	PDP2
Smarca5	SMARCA5
Nbeal1	NBEAL1
Rrad	RRAD
Osmr	OSMR
Rbm5	RBM5
Cibar2	CIBAR2
Btbd18	BTBD18
Zscan5b	ZSCAN5C
Cers2	CERS2
Pinlyp	PINLYP
Tsc2	TSC2
Stag3	STAG3
Syt8	SYT8
Selenov	SELENOV
Mettl8	METTL8
Alb	ALB
Gm11555	KRTAP4-6
Krtap4-7	KRTAP4-6
Igbp1	IGBP1C
Rictor	RICTOR
Gm4559	KRTAP4-9
Krtap5-2	KRTAP4-9
Gm40460	KRTAP4-9
Gm45618	KRTAP4-9
Gm11555	KRTAP4-7
Krtap4-7	KRTAP4-7
Or1r1	OR1R1P
Gm4559	KRTAP2-2
Krtap5-2	KRTAP2-2
Gm40460	KRTAP2-2
Gm45618	KRTAP2-2
Tmem238l	TMEM238L
Krt26	KRT26
Ppp1r1c	PPP1R1C
Gm4559	KRTAP4-16
Krtap5-2	KRTAP4-16
Gm40460	KRTAP4-16
Gm45618	KRTAP4-16
Casp1	CARD16
Anxa9	ANXA9
Vmn1r234	VN1R4
Vmn1r237	VN1R4
Vmn1r233	VN1R4
Vmn1r236	VN1R4
Vmn1r235	VN1R4
Cwf19l2	CWF19L2
Gm48552	SMIM44
Arhgap35	ARHGAP35
Npas1	NPAS1
Tnfsf12	TNFSF12
Asprv1	ASPRV1
Prune1	PRUNE1
Sult1c1	SULT1C3
Cd86	CD86
Vat1	VAT1
Tmem160	TMEM160
Gm55846	RNU6-884P
Zc3h4	ZC3H4
Bnipl	BNIPL
Map3k2	MAP3K2
Pax6	PAX6
Sae1	SAE1
Casr	CASR
Nbr1	NBR1
Gm128	C1orf56
Cdc42se1	CDC42SE1
Csta2	CSTA
Cstdc5	CSTA
Stfa3	CSTA
Stfa1	CSTA
Cstdc4	CSTA
Cstdc6	CSTA
Csta1	CSTA
Stfa2	CSTA
Csta3	CSTA
Stfa2l1	CSTA
Rabl2	RABL2A
Mix23	MIX23
Mllt11	MLLT11
Ier5	IER5
Slc25a44	SLC25A44
Bbc3	BBC3
Fh1	FH
Fam162a	FAM162A
Ccdc9	CCDC9
Kmo	KMO
Tmem106a	TMEM106A
Sorcs2	SORCS2
Wdr5b	WDR5B
Kpna1	KPNA1
Rasal1	RASAL1
Cfap99	CFAP99
Inafm1	INAFM1
Ccdc200	CCDC200
Ncoa1	NCOA1
Nacc1	NACC1
Gm26316	RNU2-1
Gm23444	RNU2-1
Gm25939	RNU2-1
Gm23849	RNU2-1
Gm24950	RNU2-1
Gm25360	RNU2-1
Rnu2-10	RNU2-1
Gm23971	RNU2-1
Gm24497	RNU2-1
Gm23472	RNU2-1
Gm22973	RNU2-1
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Opn3	OPN3
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Gm26316	U2
Gm23444	U2
Gm25939	U2
Gm23849	U2
Gm24950	U2
Gm25360	U2
Rnu2-10	U2
Gm23971	U2
Gm24497	U2
Gm23472	U2
Gm22973	U2
Plekhm1	PLEKHM1
Chml	CHML
Nsd1	NSD1
Atad3a	ATAD3A
Ap3d1	AP3D1
Parp9	PARP9
Ssu72	SSU72
R3hdm2	R3HDM2
Acsf2	ACSF2
Mib2	MIB2
1700003E16Rik	C2orf81
Hycc2	HYCC2
Dtx3l	DTX3L
Srd5a1	SRD5A1
Emc3	EMC3
Ndufa4l2	NDUFA4L2
Snrpf	SNRPF
Srprb	SRPRB
Klre1	KLRC4
Clec2m	KLRC4
Klri1	KLRC4
Klri2	KLRC4
Pan2	PAN2
Angptl6	ANGPTL6
Smn1	SMN2
Relb	RELB
Lims2	LIMS2
Dcbld2	DCBLD2
Chad	CHAD
Clasrp	CLASRP
Rsad1	RSAD1
Fbxl18	FBXL18
Eif2ak1	EIF2AK1
Epn3	EPN3
Gm25448	RNU6-26P
Gm23721	RNU6-26P
Gm25258	RNU6-26P
Gm22887	RNU6-1263P
St3gal6	ST3GAL6
Pde4d	PDE4D
Bcl9	BCL9
Usp42	USP42
Exo1	EXO1
Zfp296	ZNF296
Lima1	LIMA1
Ankfn1	ANKFN1
Gemin7	GEMIN7
Tbc1d17	TBC1D17
Cyth3	CYTH3
Nog	NOG
Kcnj12	KCNJ12
Kcnj12	KCNJ18
Becn2	BECN2
Etv1	ETV1
Wdr64	WDR64
Rnf34	RNF34
Cacna1g	CACNA1G
Nup62	NUP62
Dynlt5	DYNLT5
Fyco1	FYCO1
Dnai4	DNAI4
Izumo2	IZUMO2
Gpr17	GPR17
Gm56405	Metazoa_SRP
Gm56028	Metazoa_SRP
Gm54720	Metazoa_SRP
Gm27956	Metazoa_SRP
Gm56145	Metazoa_SRP
Gm55425	Metazoa_SRP
Gm56242	Metazoa_SRP
Gm25574	Metazoa_SRP
Gm55459	Metazoa_SRP
U2af2	U2AF2
Alms1	ALMS1
Gm23741	RNU1-96P
Faim	FAIM
Faiml	FAIM
Sgip1	SGIP1
Map3k10	MAP3K10
Magi1	MAGI1
Hdac4	HDAC4
Ttc9b	TTC9B
Gprc5d	GPRC5D
Inhbe	INHBE
Caprin2	CAPRIN2
Rapgef5	RAPGEF5
Akt2	AKT2
Hoxa4	HOXA4
Mir582	MIR582
Gm23378	RNU6-806P
Eepd1	EEPD1
Depdc1b	DEPDC1B
Id2	ID2
Matcap2	MATCAP2
Mboat2	MBOAT2
Tamm41	TAMM41
Ccdc83	CCDC83
Vaultrc5	VTRNA1-1
Vaultrc5	VTRNA1-2
Vaultrc5	VTRNA1-3
Anln	ANLN
Kcne4	KCNE4
Kidins220	KIDINS220
Sytl2	SYTL2
Ropn1	ROPN1
Litafd	LITAFD
Cfap20dc	CFAP20DC
Sbpl	ZG16B
Prss22	PRSS22
Tgfbi	TGFBI
Fignl1	FIGNL1
Hydin	HYDIN
Lbr	LBR
Cyp3a41b	CYP3A5
Cyp3a41a	CYP3A5
Cyp3a16	CYP3A5
Cyp3a11	CYP3A5
Cyp3a59	CYP3A5
Cyp3a57	CYP3A5
Cyp3a44	CYP3A5
Cyp3a13	CYP3A5
Cyp3a25	CYP3A5
Gm24646	RNU6-945P
2310022A10Rik	C19orf47
Cfap92	CFAP92
Dnah14	DNAH14
Dclk3	DCLK3
Blvrb	BLVRB
Smad5	SMAD5
Ccr5	CCR5
Cnot3	CNOT3
Gm26306	
Azgp1	AZGP1
Dppa4	DPPA4
Tcta	TCTA
Zkscan1	ZKSCAN1
Smim32	SMIM32
Ccnh	CCNH
Pfn2	PFN2
Rad51ap1	RAD51AP1
Dnajb8	DNAJB8
Calb2	CALB2
Kcnmb3	KCNMB3
Dcdc2b	DCDC2B
Dyrk3	DYRK3
Tnfsf18	TNFSF18
Map10	MAP10
Plppr4	PLPPR4
Cacna1h	CACNA1H
Slc26a5	SLC26A5
Trim67	TRIM67
Yipf4	YIPF4
Dyrk4	DYRK4
Ttc27	TTC27
Fpgt	FPGT
Parp8	PARP8
Lexm	CIMAP2
Akap3	AKAP3
Atg16l1	ATG16L1
Rprd2	RPRD2
Ndufa9	NDUFA9
Sptssb	SPTSSB
Otol1	OTOL1
Rpusd3	RPUSD3
Insl5	INSL5
Zfp78	ZNF124
Or6y1	OR6P1
Fam72a	FAM72C
Slc2a7	SLC2A7
Or6k2	OR6K2
Actrt2	ACTRT2
Nup160	NUP160
Ldlrad2	LDLRAD2
Nr2c2	NR2C2
Kcna6	KCNA6
Hspg2	HSPG2
Kcna1	KCNA1
Dpy19l2	DPY19L2
Cela3b	CELA3B
Cela3a	CELA3B
Srgap1	SRGAP1
Cela3b	CELA3A
Cela3a	CELA3A
Gm54832	RN7SKP234
Gabrr3	GABRR3
Nup210	NUP210
Hyou1	HYOU1
Wnt4	WNT4
Gm56008	RNU6-1273P
Gm55408	RNU6-1273P
Tmt1a2	TMT1A
Tmt1a	TMT1A
Tmt1a3	TMT1A
Atf1	ATF1
Or4f7	OR4F3
Snord60	
Avpr1b	AVPR1B
Fam72a	FAM72A
Tmprss12	TMPRSS12
Higd1c	HIGD1C
Sag	SAG
Srgap2	SRGAP2
Fam90a1a	FAM90A1
Fam90a1b	FAM90A1
Myl6b	MYL6B
Hdac11	HDAC11
Gimap7	GIMAP7
Gimap4	GIMAP4
Dgkd	DGKD
Gimap6	GIMAP6
Aicda	AICDA
Dnmt1	DNMT1
Tmem176b	TMEM176B
Ikbke	IKBKE
Tpsg1	TPSG1
Agap3	AGAP3
Tpsb2	TPSB2
Tpsab1	TPSB2
Fbln2	FBLN2
Tpsb2	TPSAB1
Tpsab1	TPSAB1
Foxj2	FOXJ2
Neb	NEB
Rassf5	RASSF5
C3ar1	C3AR1
Necap1	NECAP1
Ube2i	UBE2I
Eif2d	EIF2D
Serpini2	SERPINI2
Crocc	CROCC
Iqcg	IQCG
Galntl5	GALNTL5
Kctd21	KCTD21
Rpl35a	RPL35A
Paxip1	PAXIP1
Usp35	USP35
Vash2	VASH2
Clec4a1	CLEC4A
Syne1	SYNE1
Lmln	LMLN
Gab2	GAB2
Cyb5rl	CYB5RL
Gm56077	RN7SKP280
Zfp78	ZNF705A
Ube3c	UBE3C
Atxn7l2	ATXN7L2
Pus7l	PUS7L
Atg5lrt	ATP5MG
Atp5mg	ATP5MG
Cenpl	CENPL
Gorasp1	GORASP1
Nars2	NARS2
Zkscan17	ZNF496
Mcm7	MCM7
Twf1	TWF1
Rabgap1l	RABGAP1L
Dock6	DOCK6
Irak4	IRAK4
Tsga13	TSGA13
Klf14	KLF14
Mogs	MOGS
Senp5	SENP5
L3mbtl3	L3MBTL3
Il1r2	IL1R2
Meltf	MELTF
Emsy	EMSY
Efna2	EFNA2
Adamtsl5	ADAMTSL5
Met	MET
Ampd1	AMPD1
Far2	FAR2
Baiap3	BAIAP3
Wdr12	WDR12
Ube2u	UBE2U
Ergic2	ERGIC2
Caln1	CALN1
Dlg1	DLG1
Cd101	CD101
Samd3	SAMD3
Npl	NPL
Pms2	PMS2
Fam234b	FAM234B
Zfy1	ZNF480
Zfy2	ZNF480
Rcc1	RCC1
Zfy1	ZNF610
Zfy2	ZNF610
Krt80	KRT80
Nop58	NOP58
Stk19	STK19
Krt7	KRT7
Ins1	INS
Ins2	INS
Th	TH
Snord70	SNORD70
Gm26293	SNORD70B
Gm26287	SNORD11B
Snord11	SNORD11
Bmpr2	BMPR2
Ppp2r1a	PPP2R1A
Crnn	CRNN
Lce1g	LCE5A
Lce1e	LCE5A
Atat1	ATAT1
Gm49425	KRT85
Tekt2	TEKT2
Fam117b	FAM117B
Krt84	KRT84
Krt82	KRT82
Adprs	ADPRS
Col8a2	COL8A2
Zfp512	ZNF512
Krt75	KRT75
Trappc3	TRAPPC3
Gm5414	KRT6B
Krt6a	KRT6B
Krt6b	KRT6B
Snord111	
Gm5414	KRT6C
Krt6a	KRT6C
Krt6b	KRT6C
Map7d1	MAP7D1
Gm5414	KRT6A
Krt6a	KRT6A
Krt6b	KRT6A
Ascl2	ASCL2
Tspan32	TSPAN32
Krt5	KRT5
Gm5478	KRT5
Gpn1	GPN1
Krt71	KRT71
	
Krt72	KRT72
Zfp362	ZNF362
A3galt2	A3GALT2
Gm55671	RNU6-878P
Krt73	KRT73
S100a6	S100A6
Dgkz	DGKZ
S100a4	S100A4
Lrrc4	LRRC4
Gm25136	
Gm26175	
Gm25635	
Gm26225	
Gm23613	
Gm25520	
Gm22247	
Gm25410	
Supt7l	SUPT7L
Grip1	GRIP1
Mir129-1	MIR129-1
Lep	LEP
S100a3	S100A3
S100a2	S100A2
Zfp30	ZFP30
S100a16	S100A16
Adra2b	ADRA2B
Map4k3	MAP4K3
S100a14	S100A14
Prkag2	PRKAG2
S100a13	S100A13
S100a1	S100A1
Snapin	SNAPIN
Sh3d21	SH3D21
Kir3dl2	KIR2DS4
Kir3dl1	KIR2DS4
Zscan22	ZSCAN22
A1bg	A1BG
Stk40	STK40
Zfy1	ZNF837
Zfy2	ZNF837
Txnrd1	TXNRD1
Rps5	RPS5
Lsm10	LSM10
Gm25899	RNU4-27P
Aqp12	AQP12A
Oscp1	OSCP1
Sox8	SOX8
Immt	IMMT
Sstr5	SSTR5
Rnf225	RNF225
Zfy1	ZNF584
Zfy2	ZNF584
Mrps15	MRPS15
Cd3d	CD3D
Zfp324	ZNF324B
Eva1b	EVA1B
Cd3g	CD3G
Ascl5	ASCL5
Zfp324	ZNF324
Stx6	STX6
Zfp446	ZNF446
Casp1	CASP1
Mr1	MR1
Slc27a5	SLC27A5
Mvk	MVK
Tmed5	TMED5
Ap4m1	AP4M1
Zbtb45	ZBTB45
Clpb	CLPB
Clk1	CLK1
Tas2r130	TAS2R7
Ccdc18	CCDC18
Zfp598	ZNF598
Tas2r124	TAS2R13
Tas2r121	TAS2R13
Tas2r102	TAS2R13
Dpp9	DPP9
Gm26418	
Timeless	TIMELESS
Cab39	CAB39
Xirp2	XIRP2
Svbp	SVBP
Sult5a1	SULT1A1
Gorab	GORAB
Nxpe2	NXPE2
Gm26359	RNU6-135P
Kdm1a	KDM1A
Stat2	STAT2
Tspan13	TSPAN13
Pmis2	PMIS2
Ppp1r15a	PPP1R15A
Agr2	AGR2
Snx15	SNX15
Siglecg	SIGLEC16
Or1f19	OR1F1
Snapc2	SNAPC2
Atf2	ATF2
Mast3	MAST3
Tbc1d5	TBC1D5
Agr3	AGR3
Sac3d1	SAC3D1
Sprr4	SPRR4
Sprr3	SPRR3
Naaladl1	NAALADL1
Cadm3	CADM3
Myh14	MYH14
Krba1	KRBA1
Fcer1a	FCER1A
Myom3	MYOM3
Tnfrsf1a	TNFRSF1A
Cdca5	CDCA5
Zfp467	ZNF467
Il22ra1	IL22RA1
Zfpl1	ZFPL1
Ifnlr1	IFNLR1
Exog	EXOG
Tmem262	TMEM262
Tm7sf2	TM7SF2
Elf3	ELF3
Bmal2	BMAL2
Or9a2	OR9A2
Gm26214	RNU6-217P
Il17rc	IL17RC
Comp	COMP
Lgr6	LGR6
Nif3l1	NIF3L1
Znhit2	ZNHIT2
Ptpn7	PTPN7
Fau	FAU
Upf1	UPF1
Cyp20a1	CYP20A1
Syvn1	SYVN1
Ccdc92	CCDC92
Zfp664	ZNF664
Olfm2	OLFM2
Sipa1l2	SIPA1L2
Ceacam1	PSG11
Ceacam2	PSG11
Gm5893	PSG11
Ceacam10	PSG11
Kcnh3	KCNH3
Ceacam1	PSG2
Ceacam2	PSG2
Gm5893	PSG2
Ceacam10	PSG2
Ceacam1	PSG3
Ceacam2	PSG3
Gm5893	PSG3
Ceacam10	PSG3
Nckap5	NCKAP5
Srsf4	SRSF4
Mrpl49	MRPL49
Ceacam1	PSG8
Ceacam2	PSG8
Gm5893	PSG8
Ceacam10	PSG8
Mcrs1	MCRS1
Thap4	THAP4
Mroh9	MROH9
Gm23118	RNU2-23P
Fmo3	FMO3
Capn1	CAPN1
Ceacam1	PSG1
Ceacam2	PSG1
Gm5893	PSG1
Ceacam10	PSG1
Fmo2	FMO2
Cyth2	CYTH2
Pear1	PEAR1
Arhgef11	ARHGEF11
Pms1	PMS1
Tcf3	TCF3
Prpf40b	PRPF40B
Col6a5	COL6A5
Etv3l	ETV3L
Etv3	ETV3
Tssc4	TSSC4
CK137956	C1orf94
Fam186b	FAM186B
Csmd2	CSMD2
Trpm5	TRPM5
Dag1	DAG1
Fmnl3	FMNL3
Rft1	RFT1
Actn4	ACTN4
Prkcd	PRKCD
Pmvk	PMVK
Pbxip1	PBXIP1
Arl6ip4	ARL6IP4
Pygo2	PYGO2
Shc1	SHC1
Ap2a1	AP2A1
Cflar	CFLAR
Ubtfl1	UBTFL1
Fxyd2	FXYD2
C1s1	C1S
C1s2	C1S
Tpm4	TPM4
Ccr8	CCR8
Slc25a38	SLC25A38
Fxyd6	FXYD6
Csrnp1	CSRNP1
Hoxc13	HOXC13
Xirp1	XIRP1
Hoxc12	HOXC12
Gm55342	
Hoxc11	HOXC11
Hoxc10	HOXC10
Cx3cr1	CX3CR1
Rbms1	RBMS1
Galnt15	GALNT15
Hoxc6	HOXC6
Cks1b	CKS1B
Mir196a-2	MIR196A2
Hoxc9	HOXC9
Hoxc8	HOXC8
Orai1	ORAI1
Flad1	FLAD1
Myo1h	MYO1H
Rab8a	RAB8A
Dph3	DPH3
Ninj2	NINJ2
Oxnad1	OXNAD1
Fkbp4	FKBP4
Zbtb7b	ZBTB7B
Il10ra	IL10RA
Dcst2	DCST2
Baz2b	BAZ2B
Slc25a36	SLC25A36
Itfg2	ITFG2
Dcst1	DCST1
Cavin3	CAVIN3
Smpd1	SMPD1
Nrip2	NRIP2
Tex52	TEX52
Foxm1	FOXM1
Adam15	ADAM15
Insig2	INSIG2
Ift122	IFT122
Dnhd1	DNHD1
Thsd7b	THSD7B
Rhno1	RHNO1
Selenoi	SELENOI
Tulp3	TULP3
Tead4	TEAD4
Nrip3	NRIP3
1110004F10Rik	C11orf58
Kcnk4	KCNK4
Tspan9	TSPAN9
Gm54487	Metazoa_SRP
Gm22642	Metazoa_SRP
Gm25072	Metazoa_SRP
Gm24576	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm24809	Metazoa_SRP
Gm55356	Metazoa_SRP
1700012B09Rik	C11orf97
Entpd3	ENTPD3
Piwil4	PIWIL4
Prmt8	PRMT8
Dbi	DBI
Caps2	CAPS2
Fut4	FUT4
Lgals9	LGALS14
Rpl14	RPL14
Spag16	SPAG16
Vasp	VASP
Ints4	INTS4
Scamp4	SCAMP4
Cct7	CCT7
Gm24043	RNU5B-2P
Smco2	SMCO2
Ung	UNG
Gpatch1	GPATCH1
Ctnnb1	CTNNB1
Mtmr11	MTMR11
Efhd1	EFHD1
Cebpa	CEBPA
Zfp536	ZNF536
Or8s16	OR8S1
Ogfod2	OGFOD2
Otud7b	OTUD7B
Foxn2	FOXN2
Kcnk3	KCNK3
Fam72a	FAM72D
Nrxn1	NRXN1
Zw10	ZW10
Ankrd35	ANKRD35
Itga10	ITGA10
Gm9918	
OR5BS1P	OR5BS1P
Oasl1	OASL
Gm25014	RNU6-1107P
Nectin1	NECTIN1
Zfp11	ZNF345
Fli1	FLI1
Pex11b	PEX11B
Tas2r106	TAS2R10
Tas2r104	TAS2R10
Tas2r114	TAS2R10
Tas2r107	TAS2R10
Tas2r105	TAS2R10
Pole	POLE
Usp28	USP28
Lix1l	LIX1L
Ankrd34a	ANKRD34A
Txnip	TXNIP
Hjv	HJV
Gys1	GYS1
Ccdc88a	CCDC88A
Or5ak24	OR5AK3P
Or5ak23	OR5AK3P
Or5ak25	OR5AK3P
Or5ak24	OR5AK2
Or5ak23	OR5AK2
Or5ak25	OR5AK2
Mob2	MOB2
Lhb	SAXO3
Ppfia3	PPFIA3
Gm29735	KRTAP5-5
Gm4553	KRTAP5-5
Krtap5-4	KRTAP5-5
Krtap5-5	KRTAP5-5
Cwc15	CWC15
Kdm4d	KDM4D
Lmbr1l	LMBR1L
Endod1	ENDOD1
Sesn3	SESN3
Tex46	TEX46
Agbl4	AGBL4
Traf6	TRAF6
Bend5	BEND5
Rag1	RAG1
Rag2	RAG2
Hrc	HRC
4930522H14Rik	C1orf185
Ror1	ROR1
Trpm4	TRPM4
Chst1	CHST1
Vamp4	VAMP4
Slc35c1	SLC35C1
Rce1	RCE1
Os9	OS9
Gm25938	RNVU1-26
Cfap74	CFAP74
Pcx	PC
Ralgps2	RALGPS2
Gm56113	SNORA63
Gm56414	SNORA63
Gm54830	SNORA63
Angptl1	ANGPTL1
Sbsn	SBSN
Fhad1	FHAD1
Gapdhs	GAPDHS
Tmem147	TMEM147
Lrfn4	LRFN4
2010003K11Rik	C11orf86
Atp4a	ATP4A
Slc37a4	SLC37A4
Eif4g3	EIF4G3
Ulk4	ULK4
Zfp112	ZNF112
Gm24644	
Trak1	TRAK1
Zfp180	ZNF180
Cdc42ep2	CDC42EP2
Slc25a45	SLC25A45
Ceacam20	CEACAM20
Igsf23	IGSF23
Frmd8	FRMD8
Pvr	PVR
Gm25899	RNU4-78P
Cck	CCK
Gm55525	
Lyzl4	LYZL4
Ceacam19	CEACAM19
Rela	RELA
Ceacam16	CEACAM16
Epha6	EPHA6
Gm22871	
Bcl3	BCL3
Cblc	CBLC
Crybg3	CRYBG3
Bcam	BCAM
Riox2	RIOX2
Pld3	PLD3
Or5ac25	OR5AC1
Or5ac23	OR5AC1
Or5ac22	OR5AC1
Or5ac24	OR5AC1
Or5ac19	OR5AC2
Or5ac17	OR5AC2
Or5ac20	OR5AC2
Or5ac16	OR5AC2
Or5h18	OR5H2
Or5h26	OR5H2
Or5h19	OR5H2
Or5h25	OR5H2
Or5h17	OR5H2
Or5h22	OR5H2
Or5h23	OR5H2
Or5k17	OR5K4
Or5k15	OR5K4
Or5k16	OR5K4
Itpkb	ITPKB
Or5k3	OR5K3
Or5k14	OR5K3
Or5k8	OR5K3
Slc6a1	SLC6A1
Fap	FAP
S100a11	S100A11
Rnh1	RNH1
Tchhl1	TCHHL1
Rptn	RPTN
Hrnr	HRNR
Pigv	PIGV
Zdhhc18	ZDHHC18
Ddx23	DDX23
Cul3	CUL3
Sfn	SFN
Gm22290	RNU6-46P
Gpn2	GPN2
Aldh3b1	ALDH3B1
Gpatch3	GPATCH3
Nudc	NUDC
Emg1	EMG1
Nr0b2	NR0B2
Trnp1	TRNP1
Ndufs8	NDUFS8
Tent5b	TENT5B
Myt1l	MYT1L
Catsper4	CATSPER4
Gm26079	SNORA49
Ddx51	DDX51
Cep85	CEP85
Npepps	NPEPPS
Chka	CHKA
Noc4l	NOC4L
Fdx2	FDX2
Lin28a	LIN28A
1810055G02Rik	C11orf24
Icam5	ICAM5
Ubxn11	UBXN11
Ep400	EP400
Lrp5	LRP5
Raver1	RAVER1
Stt3b	STT3B
Osbpl10	OSBPL10
Polr2e	POLR2E
Aplp2	APLP2
Ppp1r15b	PPP1R15B
Dnm1l	DNM1L
Dmrtb1	DMRTB1
Glis1	GLIS1
Ndc1	NDC1
Gpx4	GPX4
Gm54634	
Gpd1l	GPD1L
Gm54509	
Plekha4	PLEKHA4
Rgs7	RGS7
Cd200r1	CD200R1
Cd200r3	CD200R1
Cd200r4	CD200R1
Cd200r2	CD200R1
Tulp2	TULP2
Gtpbp8	GTPBP8
Zbtb44	ZBTB44
Rabep1	RABEP1
Ptprs	PTPRS
Nepro	NEPRO
Cnr2	CNR2
Pnrc2	PNRC2
Srsf10	SRSF10
Ptov1	PTOV1
Adamts8	ADAMTS8
Rpain	RPAIN
Mre11a	MRE11
Grhl3	GRHL3
Zdhhc23	ZDHHC23
Ccdc191	CCDC191
C1qbp	C1QBP
Dhx33	DHX33
Napsa	NAPSA
Mettl13	METTL13
Qtrt2	QTRT2
Ankrd49	ANKRD49
Irf7	IRF7
Sos1	SOS1
Derl2	DERL2
Dnm3	DNM3
Drd3	DRD3
Mis12	MIS12
Eps8l1	EPS8L1
Tmcc1	TMCC1
Alkbh8	ALKBH8
Nup88	NUP88
Tcirg1	TCIRG1
Trh	TRH
Ttn	TTN
Trpc1	TRPC1
Mir214	MIR214
Mir199a-2	MIR199A2
Pigc	PIGC
Ech1	ECH1
4930558K02Rik	C1orf105
Gm25515	RNU1-132P
Efcab2	EFCAB2
Rinl	RINL
Prdm11	PRDM11
Ifng	IFNG
H3f4	H3-4
Abca4	ABCA4
Ccdc90b	CCDC90B
Dhx40	DHX40
Sirt2	SIRT2
Tnk2	TNK2
Il22b	IL22
Il22	IL22
Ptrh2	PTRH2
Mdm1	MDM1
Cltc	CLTC
Mdm4	MDM4
Rflna	RFLNA
Plekha7	PLEKHA7
Hoxc4	HOXC4
Hoxc5	HOXC5
Nfkbib	NFKBIB
Smug1	SMUG1
Ccer2	CCER2
Sars2	SARS2
Ptprj	PTPRJ
Arid1a	ARID1A
Sost	SOST
Cfap97d1	CFAP97D1
Tfrc	TFRC
Tas2r116	TAS2R14
Tas2r109	TAS2R14
Tas2r117	TAS2R14
Tas2r110	TAS2R14
Tas2r123	TAS2R14
Tas2r129	TAS2R14
Tas2r115	TAS2R14
Tas2r103	TAS2R14
Tas2r125	TAS2R14
Tas2r113	TAS2R14
Tas2r140	TAS2R14
Mpp3	MPP3
Tas2r120	TAS2R50
Tas2r136	TAS2R50
Or4b1c	OR4B1
Or4b1b	OR4B1
Or4b1	OR4B1
Or4b13	OR4B1
Or4b1d	OR4B1
Or4b12	OR4B1
Tas2r120	TAS2R20
Tas2r136	TAS2R20
Tas2r120	TAS2R19
Tas2r136	TAS2R19
Or4x12-ps1	OR4X2
Or4x6	OR4X2
Or4x13	OR4X2
Or4x11	OR4X2
Or4x18	OR4X2
Or4x15	OR4X2
Tas2r120	TAS2R31
Tas2r136	TAS2R31
Or4x5-ps1	OR4X1
Tas2r120	TAS2R46
Tas2r136	TAS2R46
Tas2r120	TAS2R43
Tas2r136	TAS2R43
Tas2r120	TAS2R30
Tas2r136	TAS2R30
Fermt3	FERMT3
Smim10l1	SMIM10L1
Mrps12	MRPS12
Fbxo17	FBXO17
Gm56482	SNORA75
Mlf1	MLF1
Hnrnpl	HNRNPL
Scn8a	SCN8A
Cd300lg	CD300LG
Cdrt4	CDRT4
Wdr47	WDR47
Tvp23b	TVP23C
Stim1	STIM1
Ilf3	ILF3
Pycr2	PYCR2
Rdm1	RDM1
Gfm1	GFM1
Slamf1	SLAMF1
Tomt	TOMT
Or52e8b	OR52E8
Or52e8	OR52E8
Trim75	TRIM22
Nrdc	NRDC
